Condition	Block	Frequency	Timing File	TaskObject#1	TaskObject#2	TaskObject#3	TaskObject#4	TaskObject#5	TaskObject#6	TaskObject#7
2	2	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	2	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	2	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	2	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	2	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	2	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')

2	3	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	3	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	3	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	3	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
4	3	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	3	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	3	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	3	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	3	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	3	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
4	3	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	3	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	3	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	3	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	3	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
4	3	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	3	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	3	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
4	3	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	3	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	3	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	3	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	3	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	3	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')

2	4	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	4	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	4	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	4	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	4	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	4	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	4	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	4	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	4	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
4	4	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	4	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	4	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	4	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
4	4	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	4	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	4	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
4	4	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	4	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	4	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
4	4	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	4	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	4	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	4	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	4	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')

2	5	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	5	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	5	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	5	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	5	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	5	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
4	5	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	5	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	5	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	5	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
4	5	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	5	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	5	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	5	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	5	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	5	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	5	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	5	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
4	5	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	5	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	5	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
4	5	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	5	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
2	5	1	uhrig_local_global_task	fix(0,0)	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('high_50ms.wav')	snd('low_50ms.wav')
